PID,TGID,COMMAND,SOURCE ADDRESS,DESTINATION ADDRESS,SOURCE PORT,DESTINATION PORT,LABEL,PROTOCOL
PID,TGID,COMMAND,SOURCE ADDRESS,DESTINATION ADDRESS,SOURCE PORT,DESTINATION PORT,LABEL,PROTOCOL
PID,TGID,COMMAND,SOURCE ADDRESS,DESTINATION ADDRESS,SOURCE PORT,DESTINATION PORT,LABEL,PROTOCOL
PID,TGID,COMMAND,SOURCE ADDRESS,DESTINATION ADDRESS,SOURCE PORT,DESTINATION PORT,LABEL,PROTOCOL
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,47270,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,4493,53,code,0
PID,TGID,COMMAND,SOURCE ADDRESS,DESTINATION ADDRESS,SOURCE PORT,DESTINATION PORT,LABEL,PROTOCOL
3828,3997,Socket Thread,192.168.68.129,188.92.40.100,41570,443,firefox-local-global.flashscore.ninja,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.98,41202,443,firefox-googleads.g.doubleclick.net,6
3828,3997,Socket Thread,192.168.68.129,188.92.40.106,39590,443,firefox-content.livesportmedia.eu,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.13,32834,443,firefox-dnacdn.net,6
3828,3997,Socket Thread,192.168.68.129,185.235.87.86,54782,443,firefox-gem.gbc.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,34.111.140.246,59770,443,firefox-logx.optimizely.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.17,55608,443,firefox-csm.fr3.eu.criteo.net,6
3828,3997,Socket Thread,192.168.68.129,188.92.40.106,42844,443,firefox-content.livesportmedia.eu,6
3828,3997,Socket Thread,192.168.68.129,185.89.210.82,42482,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,65.9.95.83,44006,443,firefox-config.aps.amazon-adsystem.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,43532,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,55260,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,50716,443,firefox-www.vut.cz,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,34448,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,50758,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,185.89.210.153,48252,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,48650,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,47726,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,46120,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.97,41272,443,firefox-tpc.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,39412,443,firefox-pb-ing.ccgateway.net,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,41601,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,52193,53,code,0
3828,3997,Socket Thread,192.168.68.129,54.171.46.223,45238,443,firefox-g2.gumgum.com,6
3828,3997,Socket Thread,192.168.68.129,18.157.107.160,33912,443,firefox-krk2.kargo.com,6
3828,3997,Socket Thread,192.168.68.129,35.227.252.103,40998,443,firefox-rtb.openx.net,6
3828,3997,Socket Thread,192.168.68.129,23.20.10.163,58414,443,firefox-exchange.postrelease.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.78,47010,443,firefox-www.youtube.com,6
3828,3997,Socket Thread,192.168.68.129,157.240.30.35,55654,443,firefox-www.facebook.com,6
3828,3997,Socket Thread,192.168.68.129,31.30.189.206,40034,443,firefox-rr3---sn-8vq54voxj1-cg9l.googlevideo.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.138,43190,443,firefox-jnn-pa.googleapis.com,6
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,33498,443,firefox-www.vut.cz,6
12427,12431,Chrome_ChildIOT,127.0.0.1,127.0.0.53,31321,53,Discord,0
12427,12431,Chrome_ChildIOT,127.0.0.1,127.0.0.53,61996,53,Discord,0
12427,12431,Chrome_ChildIOT,192.168.68.129,162.159.137.232,35005,443,Discord,0
12427,12431,Chrome_ChildIOT,127.0.0.1,127.0.0.53,65221,53,Discord,0
12427,12431,Chrome_ChildIOT,127.0.0.1,127.0.0.53,56426,53,Discord,0
12427,12431,Chrome_ChildIOT,192.168.68.129,162.159.129.233,40971,443,Discord,0
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,53864,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,56320,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,185.89.210.153,33536,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,39180,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,47164,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,40712,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.97,37932,443,firefox-tpc.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,43836,443,firefox-pb-ing.ccgateway.net,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,60467,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,13775,53,code,0
3828,3997,Socket Thread,192.168.68.129,142.251.36.78,59214,443,firefox-www.youtube.com,6
6873,29019,chrome_crashpad,127.0.0.1,127.0.0.53,42360,53,chrome_crashpad_handler,0
6873,6874,chrome_crashpad,192.168.68.129,4.152.45.207,38160,443,chrome_crashpad_handler,6
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,34642,443,firefox-www.vut.cz,6
3828,3997,Socket Thread,192.168.68.129,157.240.30.35,37008,443,firefox-www.facebook.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,57564,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,55890,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,42418,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,48390,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,33444,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,185.89.210.153,43980,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.97,47234,443,firefox-tpc.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,48036,443,firefox-pb-ing.ccgateway.net,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,14556,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,13934,53,code,0
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,44246,443,firefox-www.vut.cz,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,50958,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,54826,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,185.89.210.153,50540,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,44972,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,35036,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,54628,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.97,48814,443,firefox-tpc.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,53064,443,firefox-pb-ing.ccgateway.net,6
594,594,NetworkManager,192.168.68.129,185.125.190.49,54086,80,NetworkManager,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,42956,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,40339,53,code,0
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,43738,443,firefox-www.vut.cz,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,49086,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,53906,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,185.89.210.153,39900,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,34132,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,50378,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,41282,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.97,39090,443,firefox-tpc.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,47302,443,firefox-pb-ing.ccgateway.net,6
6969,7003,code,127.0.0.1,127.0.0.53,50758,53,code,0
6969,6969,code,192.168.68.129,13.107.5.93,52544,443,code,6
3828,3997,Socket Thread,192.168.68.129,157.240.30.35,43836,443,firefox-www.facebook.com,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,24523,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,21985,53,code,0
6896,6900,Chrome_ChildIOT,192.168.68.129,13.107.246.45,54764,443,code,6
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,36772,443,firefox-www.vut.cz,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,9623,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,8787,53,code,0
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,46006,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,60008,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,74.125.133.84,48154,443,firefox-accounts.google.com,6
3828,3997,Socket Thread,192.168.68.129,185.89.210.153,43928,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,60708,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,53162,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,52164,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.97,39990,443,firefox-tpc.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,55696,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,157.240.30.35,48606,443,firefox-www.facebook.com,6
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,53576,443,firefox-www.vut.cz,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,59214,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,35054,53,code,0
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,37140,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,36238,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,58566,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,39890,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,185.89.210.153,33850,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,53936,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.97,39350,443,firefox-tpc.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,58218,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,35084,443,firefox-www.vut.cz,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,58512,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,36272,443,firefox-pb-ing.ccgateway.net,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,15184,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,42061,53,code,0
3828,3997,Socket Thread,192.168.68.129,185.89.210.153,37244,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,42058,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,56282,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,44368,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.97,50008,443,firefox-tpc.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,51302,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,104.18.32.115,39280,443,firefox-ab.chatgpt.com,6
3828,3997,Socket Thread,192.168.68.129,157.240.30.35,36802,443,firefox-www.facebook.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.110,43406,443,firefox-accounts.youtube.com,6
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,49148,443,firefox-www.vut.cz,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,33432,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,36660,443,firefox-pb-ing.ccgateway.net,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,9722,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,42094,53,code,0
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,46726,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,185.89.210.153,41164,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,60302,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,58486,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.97,55580,443,firefox-tpc.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.37.98,33492,443,firefox-pagead2.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,56248,443,firefox-pb-ing.ccgateway.net,6
594,594,NetworkManager,192.168.68.129,91.189.91.97,50324,80,NetworkManager,6
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,50478,443,firefox-www.vut.cz,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,37132,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,51606,443,firefox-pb-ing.ccgateway.net,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,57316,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,13609,53,code,0
3828,3997,Socket Thread,192.168.68.129,185.89.210.153,35538,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,58988,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,45070,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,37736,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.97,44658,443,firefox-tpc.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.37.98,56422,443,firefox-pagead2.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,40954,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.97,33424,443,firefox-e7ec6b66be0f26692f5357d87bbf08f5.safeframe.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,199.232.18.132,52312,443,firefox-zem.outbrainimg.com,6
3828,3997,Socket Thread,192.168.68.129,213.227.153.228,60422,443,firefox-b1t-eudc1.zemanta.com,6
3828,3997,Socket Thread,192.168.68.129,213.227.153.227,46418,443,firefox-b1-eudc1.zemanta.com,6
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,37130,443,firefox-www.vut.cz,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.17,49478,443,firefox-csm.fr3.eu.criteo.net,6
3828,3997,Socket Thread,192.168.68.129,172.64.151.101,45896,443,firefox-htlb.casalemedia.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.100,50306,443,firefox-www.google.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,35244,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,55912,443,firefox-pb-ing.ccgateway.net,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,37906,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,10695,53,code,0
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,34566,443,firefox-www.vut.cz,6
3828,3997,Socket Thread,192.168.68.129,34.111.97.67,45978,443,firefox-developer.mozilla.org,6
12427,12431,Chrome_ChildIOT,127.0.0.1,127.0.0.53,41378,53,Discord,0
12427,12431,Chrome_ChildIOT,127.0.0.1,127.0.0.53,37748,53,Discord,0
12427,12431,Chrome_ChildIOT,192.168.68.129,162.159.129.233,50304,443,Discord,0
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,40670,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,185.89.210.153,36592,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,36988,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,49354,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,104.18.36.155,40822,443,firefox-htlb.casalemedia.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,42478,443,firefox-pb-ing.ccgateway.net,6
12427,12431,Chrome_ChildIOT,127.0.0.1,127.0.0.53,22591,53,Discord,0
12427,12431,Chrome_ChildIOT,127.0.0.1,127.0.0.53,44267,53,Discord,0
12427,12431,Chrome_ChildIOT,127.0.0.1,127.0.0.53,45513,53,Discord,0
12427,12431,Chrome_ChildIOT,127.0.0.1,127.0.0.53,25590,53,Discord,0
12427,12431,Chrome_ChildIOT,192.168.68.129,162.159.129.232,57999,443,Discord,0
3828,3997,Socket Thread,192.168.68.129,23.73.141.118,43436,443,firefox-widgets.outbrain.com,6
3828,3997,Socket Thread,192.168.68.129,16.16.116.166,34456,443,firefox-protected-by.clarium.io,6
3828,3997,Socket Thread,192.168.68.129,142.251.37.98,37696,443,firefox-pagead2.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,213.227.153.228,57232,443,firefox-b1t-eudc1.zemanta.com,6
3828,3997,Socket Thread,192.168.68.129,213.227.153.227,50318,443,firefox-b1-eudc1.zemanta.com,6
12427,12431,Chrome_ChildIOT,127.0.0.1,127.0.0.53,9846,53,Discord,0
12427,12431,Chrome_ChildIOT,127.0.0.1,127.0.0.53,51484,53,Discord,0
12427,12431,Chrome_ChildIOT,192.168.68.129,162.159.130.232,52890,443,Discord,0
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,59886,443,firefox-www.vut.cz,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,45814,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,54808,443,firefox-pb-ing.ccgateway.net,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,23463,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,2461,53,code,0
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,52382,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,39144,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,51220,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,37.252.171.53,37302,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.130,43860,443,firefox-pagead2.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,37510,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.129,33820,443,firefox-yt3.ggpht.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.138,35588,443,firefox-jnn-pa.googleapis.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.110,60932,443,firefox-accounts.youtube.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.37.118,50800,443,firefox-i.ytimg.com,6
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,47264,443,firefox-www.vut.cz,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,58704,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,57536,443,firefox-pb-ing.ccgateway.net,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,53648,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,5627,53,code,0
3828,3997,Socket Thread,192.168.68.129,37.252.171.53,35472,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,51982,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,59382,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,49976,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,43298,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.129,56166,443,firefox-tpc.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.130,44578,443,firefox-googleads.g.doubleclick.net,6
12427,12431,Chrome_ChildIOT,127.0.0.1,127.0.0.53,5217,53,Discord,0
12427,12431,Chrome_ChildIOT,127.0.0.1,127.0.0.53,12036,53,Discord,0
12427,12431,Chrome_ChildIOT,192.168.68.129,162.159.134.234,41588,443,Discord,6
12427,12431,Chrome_ChildIOT,192.168.68.129,162.159.129.233,45424,443,Discord,0
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,41712,443,firefox-www.vut.cz,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,44870,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,54000,443,firefox-pb-ing.ccgateway.net,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,40306,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,63542,53,code,0
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,52910,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,104.18.36.155,39980,443,firefox-htlb.casalemedia.com,6
3828,3997,Socket Thread,192.168.68.129,37.252.171.53,50462,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,38296,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,59066,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.37.97,33090,443,firefox-e7ec6b66be0f26692f5357d87bbf08f5.safeframe.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,36076,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,23.73.141.118,48248,443,firefox-widgets.outbrain.com,6
3828,3997,Socket Thread,192.168.68.129,16.16.116.166,57130,443,firefox-protected-by.clarium.io,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.130,39872,443,firefox-pagead2.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,213.227.153.228,41086,443,firefox-b1t-eudc1.zemanta.com,6
3828,3997,Socket Thread,192.168.68.129,199.232.18.132,58160,443,firefox-zem.outbrainimg.com,6
3828,3997,Socket Thread,192.168.68.129,213.227.153.227,52902,443,firefox-b1-eudc1.zemanta.com,6
594,594,NetworkManager,192.168.68.129,185.125.190.48,33314,80,NetworkManager,6
3828,3997,Socket Thread,192.168.68.129,147.229.2.90,40926,443,firefox-www.vut.cz,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,52006,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,34104,443,firefox-pb-ing.ccgateway.net,6
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,30194,53,code,0
6896,6900,Chrome_ChildIOT,127.0.0.1,127.0.0.53,60073,53,code,0
3828,3997,Socket Thread,192.168.68.129,37.252.171.53,33576,443,firefox-ib.adnxs.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.144.137,43930,443,firefox-prebid-server.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,69.173.156.139,37214,443,firefox-fastlane.rubiconproject.com,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.10,32854,443,firefox-bidder.criteo.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.129,33506,443,firefox-tpc.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.130,44340,443,firefox-pagead2.googlesyndication.com,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.98,43146,443,firefox-securepubads.g.doubleclick.net,6
3828,3997,Socket Thread,192.168.68.129,54.70.182.119,59930,443,firefox-pb-ing.ccgateway.net,6
3828,3997,Socket Thread,192.168.68.129,31.30.189.206,53888,443,firefox-rr3---sn-8vq54voxj1-cg9l.googlevideo.com,6
3828,3997,Socket Thread,192.168.68.129,34.96.84.62,37460,443,firefox-www.flashscore.com,6
544367990,3748643,,38.178.168.134,10.15.0.0,22637,50110,-www.googletagmanager.com,0
3828,3997,Socket Thread,192.168.68.129,188.92.40.100,36668,443,firefox-local-global.flashscore.ninja,6
3828,3997,Socket Thread,192.168.68.129,104.19.177.52,51562,443,firefox-cdn.cookielaw.org,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.131,45182,443,firefox-www.google.cz,6
3828,3997,Socket Thread,192.168.68.129,216.239.34.36,55450,443,firefox-region1.analytics.google.com,6
3828,3997,Socket Thread,192.168.68.129,65.9.95.97,50732,443,firefox-www.surveygizmo.eu,6
542330436,2121491794,ver #48,0.0.0.0,0.0.0.0,50613,14319,-connect.facebook.net,0
3828,3997,Socket Thread,192.168.68.129,104.22.47.218,38442,443,firefox-static.flashscore.com,6
3828,3997,Socket Thread,192.168.68.129,188.92.40.106,46780,443,firefox-content.livesportmedia.eu,6
3828,3997,Socket Thread,192.168.68.129,178.250.1.11,59466,443,firefox-dnacdn.net,6
3828,3997,Socket Thread,192.168.68.129,142.251.36.68,46424,443,firefox-www.google.com,6
3828,3997,Socket Thread,192.168.68.129,188.92.40.106,46784,443,firefox-content.livesportmedia.eu,6
3828,3997,Socket Thread,192.168.68.129,178.250.7.17,54342,443,firefox-csm.fr3.eu.criteo.net,6
3828,3997,Socket Thread,192.168.68.129,185.152.65.27,59306,443,firefox-livesport-ott-images.ssl.cdn.cra.cz,6
